customer_id,age,gender,city,account_age_days,total_orders,total_items_sold,total_items_bought,avg_order_value,total_spend,total_earnings,preferred_category,payment_method,return_rate_percent,last_purchase_days_ago,seller_rating_avg,buyer_rating_avg,is_active_user,avg_delivery_days,discount_usage_percent
CUST202794,28.0,Other,Bangalore,1567,27,216,15,7809.03,610218.91,221597.58,Furniture,COD,7.47,42,4.33,3.59,1,8.0,25.37
CUST202795,33.0,Other,Kolkata,2552,125,151,322,13323.96,558628.2,223669.37,Sports,,40.9,220,3.0,2.79,0,5.0,20.57
CUST202796,43.0,Male,Mumbai,61,69,57,323,17967.6,63720.56,344752.5,Sports,Wallet,40.54,105,3.9,3.88,1,,31.02
CUST202797,55.0,Female,Kolkata,2857,97,251,34,7469.77,485018.8,374113.31,Home Decor,Debit Card,38.49,250,3.12,3.56,1,2.0,40.11
CUST202798,52.0,Female,Pune,2662,50,79,85,18378.96,116040.53,384753.48,Sports,Wallet,12.32,263,4.33,3.96,0,1.0,33.79
CUST202799,31.0,Female,Kolkata,172,92,42,74,18507.92,287277.83,18320.6,Sports,COD,5.51,316,4.03,4.08,1,1.0,26.88
CUST202800,23.0,Female,Chennai,2801,33,59,258,7729.07,483399.1,498426.7,,Debit Card,8.54,78,4.22,2.35,1,6.0,20.37
CUST202801,61.0,,Chennai,2536,93,189,189,7746.43,686292.01,5869.03,Fashion,COD,5.92,289,3.73,4.71,0,5.0,51.26
CUST202802,64.0,Female,Kolkata,2801,96,148,17,407.22,347377.74,446848.23,Furniture,Credit Card,25.67,112,3.37,3.65,0,6.0,49.88
CUST202803,47.0,Female,Pune,2020,79,18,396,,727924.31,428935.81,Furniture,Credit Card,20.69,170,4.74,4.22,1,11.0,4.15
CUST202804,,Other,Ahmedabad,2558,50,8,375,16228.91,10992.72,171077.44,Books,Debit Card,1.07,129,2.0,4.51,1,11.0,57.34
CUST202805,37.0,Other,Delhi,2823,41,213,92,14004.8,485011.95,329444.53,Electronics,Credit Card,18.01,95,2.98,2.37,0,1.0,38.76
CUST202806,42.0,Female,Pune,1884,111,7,318,19876.47,319352.96,489414.42,Home Decor,Wallet,25.97,48,4.07,2.67,1,4.0,50.52
CUST202807,61.0,Female,Ahmedabad,982,92,113,104,15910.86,302995.06,477793.2,Fashion,Wallet,33.86,220,,4.73,1,8.0,46.43
CUST202808,56.0,,Delhi,704,94,110,29,5561.42,676862.11,329217.92,Sports,Credit Card,22.49,313,3.4,2.2,1,5.0,41.69
CUST202809,38.0,Other,Mumbai,2037,14,62,261,1749.82,186714.02,106110.05,,Credit Card,28.11,128,3.56,4.56,1,9.0,16.99
CUST202810,52.0,Male,Mumbai,427,36,66,274,11350.45,362993.68,307101.58,Fashion,Credit Card,7.69,225,3.99,3.44,1,,25.48
CUST202811,47.0,Other,Bangalore,869,121,209,56,5896.35,706291.4,473856.17,Electronics,Wallet,1.48,63,4.66,4.44,1,1.0,21.86
CUST202812,45.0,Male,Pune,1242,92,217,15,14873.47,166608.12,470118.82,Furniture,Credit Card,13.24,50,2.64,3.1,1,5.0,32.13
CUST202813,45.0,,Ahmedabad,397,133,203,56,18695.15,421042.82,216897.73,Automobile,Credit Card,31.54,318,3.53,2.45,1,9.0,30.19
CUST202814,41.0,Other,Pune,532,10,246,32,4477.74,723968.41,186572.18,Home Decor,UPI,13.02,127,2.09,2.52,1,4.0,11.92
CUST202815,35.0,Male,Bangalore,228,73,225,234,375.09,280678.64,370395.18,Electronics,Wallet,30.53,321,3.38,3.64,1,6.0,43.21
CUST202816,42.0,Male,Ahmedabad,1268,69,198,239,9198.7,554404.26,365340.05,Books,Credit Card,29.28,336,3.99,2.39,0,11.0,48.91
CUST202817,60.0,Male,,2987,16,267,349,1941.3,561642.45,111656.3,Fashion,COD,23.1,112,4.71,3.52,0,10.0,5.92
CUST202818,32.0,Other,Pune,1310,90,223,134,7999.8,277476.17,329863.42,,Credit Card,4.89,89,4.53,3.52,1,6.0,46.5
CUST202819,26.0,Female,Chennai,2865,46,90,350,,569374.21,77491.59,Furniture,COD,42.94,315,2.38,3.9,0,9.0,38.05
CUST202820,58.0,Male,Hyderabad,1124,13,295,285,8236.14,410942.43,421979.38,Furniture,Debit Card,20.94,169,3.01,4.77,1,3.0,56.56
CUST202821,56.0,Male,Chennai,1664,36,247,385,7566.4,268900.46,55725.03,Electronics,Debit Card,29.93,257,4.34,4.6,0,10.0,43.19
CUST202822,,Other,Ahmedabad,2334,94,219,349,8213.1,341207.39,391117.96,Sports,UPI,27.75,299,2.98,2.35,0,11.0,13.18
CUST202823,20.0,Male,Chennai,2674,16,3,214,12549.89,302628.05,21258.08,Sports,COD,27.26,173,2.18,4.81,1,8.0,1.87
CUST202824,25.0,Other,Chennai,745,139,295,210,18215.73,,311763.78,Electronics,Debit Card,7.41,176,2.51,4.89,1,6.0,58.27
CUST202825,36.0,Male,Bangalore,833,66,202,231,18947.03,697649.01,141083.16,Home Decor,UPI,36.66,200,3.19,2.92,1,5.0,47.55
CUST202826,21.0,Female,Bangalore,612,61,184,273,16346.6,250127.05,398542.37,,Debit Card,9.16,170,3.94,2.33,1,5.0,3.91
CUST202827,62.0,Other,Bangalore,2238,47,239,241,13594.27,201766.51,208945.54,Fashion,Credit Card,41.25,158,3.39,4.88,0,9.0,59.71
CUST202828,19.0,Female,Delhi,1061,62,176,62,4260.76,609528.2,256855.7,Home Decor,Credit Card,19.15,34,3.84,2.87,1,4.0,45.51
CUST202829,57.0,Male,Chennai,1124,100,168,144,13330.52,269520.27,116501.18,,COD,31.4,264,2.85,2.96,1,8.0,38.08
CUST202830,56.0,Male,Pune,1666,65,6,17,7096.11,560589.8,439437.08,Furniture,UPI,18.33,38,2.13,3.6,0,6.0,39.07
CUST202831,26.0,Male,Mumbai,1741,87,40,43,6554.14,678470.36,323249.98,Furniture,Wallet,30.68,228,3.7,4.12,1,11.0,56.25
CUST202832,23.0,Female,Kolkata,2436,47,262,26,17355.09,22606.34,496444.36,Fashion,Wallet,17.89,203,2.78,4.23,1,2.0,10.09
CUST202833,21.0,Female,Delhi,908,6,105,285,5311.39,117066.36,121899.43,Fashion,UPI,24.91,349,4.81,2.6,1,7.0,0.52
CUST202834,64.0,Male,Ahmedabad,2628,53,187,289,5431.8,168042.04,106599.6,Fashion,Wallet,24.89,80,3.65,4.36,1,1.0,2.12
CUST202835,62.0,Male,Kolkata,1621,53,261,253,5778.75,460922.29,121935.92,,Wallet,38.26,104,3.94,4.14,0,10.0,33.91
CUST202836,57.0,,Bangalore,1021,33,130,242,14274.99,270219.12,277719.33,Automobile,Debit Card,14.36,221,2.2,4.83,1,6.0,39.02
CUST202837,22.0,Female,Ahmedabad,170,10,79,6,3717.36,131889.8,76816.96,Electronics,UPI,31.04,175,3.26,2.11,0,7.0,6.47
CUST202838,22.0,Male,Mumbai,566,128,112,279,3402.34,662676.48,25190.88,Electronics,Debit Card,9.84,137,3.49,2.11,0,2.0,40.31
CUST202839,41.0,Male,Delhi,893,44,267,60,10256.84,32330.05,385774.08,Sports,Credit Card,30.18,357,3.69,3.46,0,11.0,18.11
CUST202840,34.0,Female,Pune,753,86,190,224,,267038.39,195295.65,Home Decor,Wallet,17.04,7,2.57,3.66,1,7.0,10.21
CUST202841,18.0,Other,Mumbai,1482,145,236,227,15922.01,230070.88,109566.99,Books,Wallet,7.63,345,3.91,3.41,0,8.0,2.62
CUST202842,18.0,Female,Ahmedabad,2516,47,56,300,16660.09,601712.0,422873.42,,COD,39.29,19,,3.09,1,9.0,15.84
CUST202843,39.0,Male,Chennai,2861,28,198,184,1956.48,341840.36,244320.65,Electronics,UPI,4.61,20,3.93,2.96,1,5.0,59.52
CUST202844,42.0,,Delhi,2634,84,22,49,5999.29,638723.98,110071.74,Home Decor,UPI,34.32,325,4.13,3.42,1,8.0,28.0
CUST202845,45.0,,Mumbai,736,21,171,229,9057.53,340478.24,121583.48,Sports,UPI,27.13,19,2.68,4.57,0,5.0,36.89
CUST202846,38.0,Male,Pune,1363,85,186,62,12081.37,411539.65,381259.99,Electronics,Wallet,11.71,64,4.31,2.05,0,1.0,52.69
CUST202847,44.0,Other,Delhi,1500,59,276,182,2813.1,587810.43,248770.11,Home Decor,Credit Card,30.91,192,4.99,3.24,1,6.0,21.59
CUST202848,36.0,Female,Pune,1939,69,13,392,10346.07,155612.21,323396.86,Books,Debit Card,10.02,11,2.61,3.86,1,11.0,55.15
CUST202849,24.0,Other,Kolkata,542,11,202,306,16537.96,732892.08,252828.09,Sports,UPI,15.99,242,4.8,2.99,1,4.0,40.19
CUST202850,53.0,Female,Hyderabad,1821,2,61,96,8228.21,544473.37,290185.76,Home Decor,COD,11.12,106,2.95,2.33,1,9.0,46.78
CUST202851,,Male,Delhi,959,33,109,338,19093.18,107111.59,328205.06,Sports,COD,0.18,157,2.42,2.64,1,6.0,57.44
CUST202852,25.0,Female,Hyderabad,2011,88,100,390,,650058.95,21688.33,Furniture,Credit Card,32.76,114,4.57,3.14,1,5.0,11.33
CUST202853,39.0,Female,Ahmedabad,2966,63,116,75,999.83,284254.7,294528.56,Books,Credit Card,20.89,352,2.58,3.75,0,5.0,34.89
CUST202854,26.0,Other,Hyderabad,1227,140,216,236,19871.46,746427.39,394628.25,Automobile,COD,18.94,353,4.05,3.82,0,9.0,45.59
CUST202855,39.0,Other,Bangalore,1162,70,264,330,12972.47,582955.11,103560.34,Books,Debit Card,17.32,129,3.55,3.63,1,7.0,26.47
CUST202856,36.0,Male,Kolkata,325,73,270,224,3760.56,376881.1,137892.46,Automobile,UPI,9.5,327,2.86,3.53,0,5.0,57.55
CUST202857,23.0,Female,Hyderabad,758,29,298,96,17085.61,594281.39,38601.77,Home Decor,Wallet,25.79,226,3.34,2.66,1,1.0,34.65
CUST202858,63.0,Male,Hyderabad,2574,38,211,256,5976.62,551711.01,154773.56,,Credit Card,39.87,143,4.51,3.9,1,5.0,16.88
CUST202859,,Other,Pune,2927,114,9,227,6279.52,437999.29,474275.96,,Credit Card,39.53,27,3.64,3.45,1,6.0,10.65
CUST202860,42.0,Other,Hyderabad,1855,9,159,125,13833.78,391013.11,218350.3,Furniture,COD,40.74,246,3.72,4.98,0,1.0,58.98
CUST202861,58.0,Male,Chennai,1021,21,42,179,,273284.62,79986.2,Furniture,COD,33.03,140,4.47,4.41,1,1.0,6.77
CUST202862,30.0,Other,Kolkata,526,63,229,87,7781.7,423632.88,142330.64,Sports,Credit Card,21.19,223,3.5,2.67,0,8.0,12.63
CUST202863,,Male,Ahmedabad,731,57,291,395,19413.5,150485.33,426335.74,Fashion,Credit Card,16.83,240,4.11,3.32,1,3.0,26.7
CUST202864,33.0,,,1229,138,122,332,6470.28,680703.98,259966.11,Furniture,UPI,34.38,310,3.21,2.59,0,1.0,40.51
CUST202865,30.0,Male,Bangalore,1567,23,175,377,1911.83,624771.74,382855.19,Automobile,Wallet,35.71,27,2.06,2.12,0,9.0,44.64
CUST202866,52.0,Other,Chennai,1567,103,205,4,16556.67,549838.2,147757.93,Sports,,37.06,184,2.24,4.0,1,10.0,18.47
CUST202867,25.0,Female,Bangalore,1036,85,125,235,1613.41,16136.09,49.37,Home Decor,Credit Card,23.05,152,3.84,3.53,1,8.0,2.09
CUST202868,27.0,Female,Ahmedabad,352,57,10,190,18038.5,295400.92,394827.4,Furniture,Debit Card,23.05,167,2.61,2.18,0,11.0,0.45
CUST202869,48.0,Female,Bangalore,1216,13,235,281,6504.95,439613.22,43411.81,Fashion,Debit Card,28.43,292,3.47,2.18,1,8.0,20.0
CUST202870,32.0,Other,,1017,63,149,291,5418.23,282976.94,342119.85,Fashion,Credit Card,15.04,268,2.36,4.83,1,5.0,31.57
CUST202871,61.0,Female,Hyderabad,1833,143,185,376,1783.53,485980.67,232536.38,Furniture,Credit Card,22.19,270,,3.15,1,4.0,23.14
CUST202872,,,Kolkata,510,59,76,109,11273.17,580764.59,471479.1,Fashion,UPI,37.49,267,3.62,4.09,1,1.0,23.36
CUST202873,,,Bangalore,2906,25,35,335,,305706.94,96782.37,,UPI,21.42,275,3.38,4.18,1,4.0,39.29
CUST202874,45.0,Male,Delhi,1403,28,71,92,10691.38,350313.81,343000.98,Automobile,COD,3.9,136,4.85,3.88,1,10.0,21.25
CUST202875,40.0,Other,Pune,177,73,154,113,8118.61,319923.15,100187.03,Sports,Credit Card,32.92,246,4.15,4.55,1,4.0,5.87
CUST202876,27.0,Male,,2589,76,78,391,9653.05,753886.94,345433.51,Home Decor,Debit Card,11.33,36,3.37,2.44,1,5.0,19.06
CUST202877,31.0,Male,Delhi,1134,145,290,324,9016.08,29484.64,483331.35,,COD,10.99,112,3.73,4.71,1,4.0,29.48
CUST202878,58.0,Other,Ahmedabad,834,95,52,386,4098.68,766037.0,445818.77,,Debit Card,30.43,137,,2.66,1,11.0,9.42
CUST202879,33.0,Female,Ahmedabad,2926,64,95,196,7136.45,,407926.39,,UPI,5.01,158,4.94,4.93,1,7.0,32.56
CUST202880,43.0,Other,,2081,118,132,49,18817.71,588303.71,339638.51,Furniture,Wallet,9.24,167,3.1,2.38,0,9.0,52.11
CUST202881,23.0,Male,Mumbai,1344,114,273,70,7618.63,611126.31,143269.51,Sports,Wallet,17.19,309,2.77,4.54,0,8.0,1.35
CUST202882,54.0,Male,Delhi,2104,40,283,116,9895.4,309357.36,340966.72,Fashion,COD,14.75,134,2.71,3.35,1,10.0,7.57
CUST202883,43.0,Male,,1416,79,122,376,19158.5,634934.66,162631.38,Sports,COD,13.49,3,,4.04,0,5.0,41.38
CUST202884,41.0,Male,Ahmedabad,1297,126,24,357,3634.45,362702.83,55738.59,Furniture,Debit Card,23.89,60,2.61,3.77,0,6.0,40.44
CUST202885,32.0,Female,Kolkata,258,100,176,375,,329843.42,260544.87,Fashion,COD,30.98,360,,2.15,1,4.0,38.92
CUST202886,23.0,Male,Delhi,1869,118,73,241,,791193.64,124128.02,Furniture,Wallet,22.42,332,,3.21,1,4.0,2.69
CUST202887,28.0,Other,Bangalore,1423,91,2,261,13943.54,57023.02,329606.63,Fashion,UPI,26.78,198,3.89,3.73,1,8.0,36.83
CUST202888,31.0,Female,Mumbai,2610,108,245,322,13067.23,,200821.86,Home Decor,Wallet,28.34,236,2.62,2.06,0,6.0,4.4
CUST202889,41.0,Other,Kolkata,2406,120,159,100,11691.76,769510.31,192249.82,Books,Credit Card,3.94,216,4.52,3.02,1,4.0,1.14
CUST202890,51.0,Other,Hyderabad,392,70,208,229,5641.07,641750.83,50989.99,Automobile,Credit Card,19.09,166,3.32,2.6,1,4.0,51.44
CUST202891,61.0,Male,Delhi,511,63,281,299,1843.12,,384029.63,Home Decor,UPI,5.34,219,,4.48,1,4.0,10.58
CUST202892,51.0,Male,Kolkata,1624,56,46,166,8352.61,541219.34,2626.3,Sports,UPI,38.64,36,2.34,2.1,0,10.0,7.34
CUST202893,25.0,Other,Mumbai,516,100,165,325,11556.01,243664.05,405445.0,Books,UPI,23.87,162,4.54,3.4,1,9.0,36.56
CUST202894,40.0,Male,Mumbai,759,135,268,332,13296.54,630987.04,91222.51,Automobile,Wallet,1.38,237,4.34,2.28,1,6.0,6.06
CUST202895,22.0,Male,Delhi,1847,35,91,139,17934.57,215190.29,394440.27,Fashion,Wallet,30.67,329,,2.37,1,10.0,59.61
CUST202896,22.0,Other,Ahmedabad,1028,31,136,255,9379.81,,445034.89,,Debit Card,43.64,291,2.71,2.97,1,,16.26
CUST202897,38.0,Other,Chennai,1047,95,277,252,,215871.0,253943.57,Books,Credit Card,20.75,259,4.35,4.9,0,2.0,45.3
CUST202898,51.0,Female,Hyderabad,1508,27,277,251,17453.57,480095.73,326611.81,Books,UPI,4.37,49,3.84,2.36,1,4.0,23.45
CUST202899,56.0,Male,Ahmedabad,1758,52,15,216,16264.95,743875.43,457929.78,Electronics,COD,9.86,228,4.5,3.95,1,11.0,20.05
CUST202900,18.0,Other,Hyderabad,537,73,257,202,7461.48,768197.93,265563.8,Fashion,Debit Card,34.37,347,2.73,3.29,0,1.0,3.25
CUST202901,39.0,Female,Hyderabad,2757,67,32,368,10662.97,522272.5,456809.73,Sports,Credit Card,43.62,207,4.92,3.4,1,1.0,24.36
CUST202902,42.0,Female,Pune,46,128,229,74,9132.72,,325815.53,Books,Debit Card,22.11,32,2.77,2.56,1,,6.79
CUST202903,47.0,Other,Hyderabad,485,17,261,152,15728.79,153016.48,21909.58,Sports,Wallet,38.92,218,3.13,2.45,0,4.0,13.63
CUST202904,19.0,Male,Delhi,394,116,117,278,6333.61,476239.87,68842.31,Automobile,COD,12.58,237,4.34,3.87,1,,48.48
CUST202905,52.0,Female,Delhi,2795,103,48,271,7373.31,172087.54,134564.76,Home Decor,Credit Card,13.84,198,2.37,4.47,0,10.0,7.66
CUST202906,55.0,Female,Delhi,1039,112,283,69,12944.5,,439276.75,Home Decor,UPI,44.16,309,2.36,2.61,1,7.0,40.39
CUST202907,25.0,Female,Kolkata,2802,136,170,113,6749.3,788237.37,404557.05,Fashion,COD,26.73,291,2.42,2.31,0,8.0,55.46
CUST202908,44.0,Male,Pune,1245,3,192,47,17994.06,328188.44,264960.02,Fashion,Debit Card,29.39,19,4.08,4.55,1,8.0,6.78
CUST202909,35.0,,Pune,1908,100,17,383,3676.4,330771.89,1269.79,Automobile,UPI,42.33,170,3.09,3.14,1,7.0,38.97
CUST202910,50.0,Female,Mumbai,663,119,273,97,15340.81,689035.12,66263.06,Home Decor,COD,17.1,292,2.26,2.39,1,9.0,9.76
CUST202911,44.0,Male,Kolkata,1966,14,241,281,16402.32,602851.96,253808.74,,UPI,13.74,263,4.49,4.05,1,,8.31
CUST202912,55.0,Other,Pune,2643,121,59,57,10715.54,201242.25,242636.52,Books,COD,29.46,170,3.29,3.55,1,7.0,57.35
CUST202913,,Other,Mumbai,2754,128,180,308,,,212914.6,Fashion,Wallet,0.56,147,,3.03,1,11.0,39.93
CUST202914,28.0,Male,Mumbai,1364,130,178,168,15770.54,49891.4,307706.91,Sports,Debit Card,38.09,122,4.19,4.71,1,7.0,51.49
CUST202915,53.0,Male,Mumbai,2762,111,267,65,16172.9,63726.42,17883.12,Fashion,Credit Card,15.7,86,4.39,2.78,1,11.0,21.67
CUST202916,55.0,Female,Ahmedabad,1924,146,98,126,16574.91,721293.85,483643.17,Electronics,UPI,39.23,119,2.09,4.97,1,10.0,44.99
CUST202917,41.0,Male,Chennai,870,52,198,295,5594.46,379516.77,142031.98,Home Decor,Debit Card,0.22,260,,4.23,0,6.0,27.53
CUST202918,46.0,Male,Mumbai,1328,45,5,12,9194.15,751043.49,20813.2,Automobile,,41.91,25,3.06,2.21,1,5.0,0.07
CUST202919,18.0,Other,Pune,57,146,246,206,6578.03,583572.8,53464.7,Automobile,Debit Card,35.78,293,3.32,3.86,1,9.0,58.55
CUST202920,20.0,,Chennai,1641,147,27,220,10329.26,624787.61,306131.12,Sports,UPI,15.35,98,4.65,3.17,0,,46.54
CUST202921,39.0,Other,Kolkata,1084,33,249,244,2061.37,528194.37,439897.42,Home Decor,Wallet,36.56,278,4.74,4.46,1,8.0,1.31
CUST202922,49.0,Other,Delhi,788,46,107,342,1399.21,519396.72,3611.25,Fashion,Wallet,15.11,127,4.06,4.39,0,6.0,7.74
CUST202923,35.0,Female,Chennai,1087,18,74,177,13785.21,308016.81,89492.27,Books,UPI,35.42,139,4.97,4.07,0,1.0,45.41
CUST202924,54.0,Male,Mumbai,513,112,115,62,11326.35,213887.61,376469.29,Fashion,Wallet,40.26,111,2.99,4.9,1,5.0,10.65
CUST202925,42.0,Other,Ahmedabad,909,41,269,276,7229.89,48891.32,224601.33,Fashion,COD,33.24,33,4.24,4.28,0,2.0,6.66
CUST202926,19.0,Female,Hyderabad,1475,38,288,282,17992.3,373629.91,165287.18,Home Decor,Wallet,23.28,264,3.58,4.4,1,10.0,5.2
CUST202927,28.0,Other,Kolkata,2122,10,23,224,6741.89,570364.81,210696.43,,COD,20.2,155,4.58,3.88,1,10.0,47.72
CUST202928,28.0,Male,Bangalore,2275,114,64,390,6889.87,21889.09,421018.6,Furniture,,15.62,187,4.72,3.77,1,8.0,18.77
CUST202929,41.0,Other,Kolkata,2723,140,59,395,16118.58,456598.44,35770.1,Books,,22.95,235,3.47,2.45,1,2.0,5.79
CUST202930,25.0,Female,Bangalore,454,143,212,281,334.3,224526.85,18836.86,Home Decor,UPI,8.18,111,2.84,3.67,1,10.0,24.18
CUST202931,30.0,Other,Mumbai,598,58,128,71,5534.66,310562.47,363158.45,Books,UPI,25.9,34,4.94,2.29,0,9.0,17.19
CUST202932,28.0,Male,Ahmedabad,922,2,287,397,11222.81,651330.64,465337.06,Fashion,Debit Card,32.67,212,3.96,2.19,1,9.0,21.02
CUST202933,54.0,Male,Pune,2676,38,98,290,,594962.96,196840.95,,Wallet,25.32,161,2.23,2.46,1,3.0,56.12
CUST202934,53.0,Female,Ahmedabad,419,142,267,267,10242.5,158911.27,206854.29,Fashion,Credit Card,24.25,333,3.05,4.4,0,11.0,25.72
CUST202935,,,Hyderabad,2155,58,285,32,10227.72,360690.03,319175.01,Books,Credit Card,21.78,304,2.8,2.36,1,5.0,44.04
CUST202936,26.0,Other,Chennai,1184,93,71,22,10931.13,582440.35,62240.24,Sports,Debit Card,38.01,250,3.76,3.59,1,8.0,28.59
CUST202937,55.0,Other,Ahmedabad,1910,17,114,87,16113.86,119740.53,243517.89,Home Decor,,25.05,269,3.85,2.03,0,1.0,48.47
CUST202938,36.0,Other,Delhi,1021,81,286,42,2597.57,135901.16,256603.83,,,40.15,304,3.99,4.58,1,,9.5
CUST202939,25.0,,Hyderabad,2315,8,233,18,18455.87,448887.9,225694.76,Home Decor,Credit Card,3.48,180,3.34,4.14,1,7.0,0.92
CUST202940,34.0,Female,Kolkata,1513,80,172,99,2558.48,644526.39,300109.75,Books,Debit Card,14.73,77,4.89,3.7,1,6.0,13.59
CUST202941,59.0,Female,Chennai,814,33,217,372,11197.1,36539.09,426668.16,Books,UPI,38.11,177,4.86,4.42,1,3.0,23.0
CUST202942,61.0,,Delhi,2707,81,28,235,4068.65,560236.6,185194.32,Automobile,COD,15.42,131,2.06,3.13,1,1.0,44.27
CUST202943,51.0,Male,Pune,1708,13,19,6,13740.66,54118.0,299937.01,Home Decor,UPI,31.51,1,4.61,3.8,1,8.0,4.89
CUST202944,53.0,Female,Bangalore,806,7,287,91,,31523.16,93983.24,Sports,Debit Card,26.97,345,3.94,3.62,1,4.0,9.33
CUST202945,57.0,Other,Chennai,426,45,244,39,7773.12,416451.96,465428.71,Automobile,Debit Card,14.32,96,4.85,2.35,1,11.0,22.18
CUST202946,55.0,Other,Delhi,1438,72,236,225,14608.03,704890.51,302528.29,Books,COD,19.55,314,3.38,4.42,0,3.0,12.56
CUST202947,52.0,Male,Ahmedabad,1005,106,267,84,1905.44,682615.07,454312.22,Home Decor,Wallet,13.71,268,3.86,3.79,1,1.0,31.6
CUST202948,36.0,Other,Kolkata,2246,82,152,103,3123.45,764343.14,428212.02,Books,Wallet,18.63,46,2.66,2.18,1,5.0,2.82
CUST202949,30.0,Female,Mumbai,2333,23,8,316,625.21,227384.69,157612.32,Sports,,3.02,69,3.03,4.68,0,,53.78
CUST202950,52.0,Male,Delhi,149,115,269,167,6455.84,83560.94,353029.87,Home Decor,Credit Card,37.32,13,3.87,4.06,1,1.0,7.87
CUST202951,40.0,Other,,1487,118,282,273,18615.36,394020.58,214711.43,Sports,Debit Card,27.39,191,4.47,4.5,1,6.0,17.08
CUST202952,26.0,Male,Mumbai,1689,3,237,130,12661.9,,19001.31,Sports,UPI,12.52,288,2.23,3.37,1,9.0,25.53
CUST202953,19.0,Male,Hyderabad,446,21,77,231,9074.9,241997.11,28363.1,Electronics,Debit Card,40.42,59,3.07,2.56,1,10.0,36.05
CUST202954,48.0,Male,Chennai,2062,34,21,354,973.89,350253.31,432051.24,Furniture,Wallet,23.19,191,2.02,4.44,1,4.0,8.28
CUST202955,64.0,Male,Bangalore,1479,79,61,46,12091.15,437904.98,199103.94,Fashion,Debit Card,20.96,94,2.25,3.68,1,2.0,57.53
CUST202956,48.0,Other,Bangalore,2844,11,73,271,8089.59,642452.18,259039.35,Electronics,Credit Card,25.4,134,2.96,2.48,1,5.0,11.94
CUST202957,23.0,Male,Ahmedabad,907,74,104,141,2153.39,143838.23,96552.98,Furniture,Debit Card,33.0,361,4.04,3.59,0,11.0,43.5
CUST202958,47.0,Female,Delhi,860,82,204,289,6894.74,428040.32,170682.73,Fashion,COD,38.61,3,2.09,3.28,1,10.0,19.92
CUST202959,63.0,Male,,1473,122,129,237,15279.82,725715.08,242236.12,,Debit Card,2.99,77,3.26,2.17,0,3.0,30.18
CUST202960,23.0,Male,Delhi,2245,115,8,103,4903.67,233529.07,478797.22,Sports,UPI,27.69,2,2.85,3.14,0,1.0,56.99
CUST202961,47.0,Male,,2508,133,53,377,2118.16,143941.41,43988.06,Automobile,Debit Card,20.95,341,2.44,3.54,1,2.0,0.14
CUST202962,31.0,Male,Ahmedabad,555,85,99,6,5229.92,580561.66,272664.58,Sports,COD,17.5,144,3.7,2.97,1,11.0,45.39
CUST202963,,Male,Mumbai,766,62,179,352,14882.93,794169.16,480188.56,Home Decor,Wallet,2.06,359,4.65,3.99,1,2.0,41.9
CUST202964,54.0,,Mumbai,1324,28,282,156,14477.02,445009.11,309631.8,Fashion,COD,44.8,192,3.28,2.74,1,1.0,24.91
CUST202965,21.0,Female,Chennai,1797,2,284,216,19731.09,255461.33,490592.1,Fashion,COD,30.04,231,3.8,4.48,1,,10.49
CUST202966,53.0,Female,,639,104,118,136,226.13,108671.97,313012.44,,COD,4.83,288,4.42,3.69,1,8.0,50.87
CUST202967,38.0,,Ahmedabad,1096,124,265,101,10617.75,489464.33,469461.58,Home Decor,Debit Card,26.48,229,3.53,2.44,0,1.0,17.21
CUST202968,28.0,Male,Ahmedabad,2396,114,222,151,1309.67,368257.43,345440.58,,Wallet,29.35,249,2.26,4.49,1,10.0,25.38
CUST202969,20.0,Other,Chennai,2894,15,183,266,7380.73,126628.89,370306.07,Sports,Credit Card,6.08,45,3.01,4.38,1,9.0,48.14
CUST202970,42.0,Male,Mumbai,2548,50,199,162,18552.81,588760.68,56556.71,Fashion,COD,35.66,51,4.61,3.68,1,1.0,34.1
CUST202971,,Other,,1204,96,226,138,18671.57,462354.58,64725.98,Electronics,COD,29.81,309,3.95,2.62,1,6.0,39.72
CUST202972,30.0,Other,Ahmedabad,2462,104,171,364,2904.79,511677.87,323140.56,,Debit Card,41.45,41,3.39,3.07,1,,5.78
CUST202973,60.0,,Kolkata,2502,9,259,14,5793.04,797199.82,287216.54,Sports,Credit Card,25.02,43,2.51,3.4,0,4.0,17.41
CUST202974,22.0,Other,Kolkata,1686,117,104,148,6185.57,96272.09,98493.98,Books,Credit Card,10.2,12,3.27,3.11,1,8.0,28.85
CUST202975,27.0,Female,Pune,1033,59,111,306,3223.28,414674.83,286543.09,Home Decor,COD,34.08,354,,2.03,1,7.0,49.7
CUST202976,43.0,Female,Kolkata,2096,36,66,112,8186.96,686830.8,480107.85,Electronics,COD,10.96,196,2.38,4.87,1,4.0,35.54
CUST202977,20.0,Male,Delhi,1400,76,216,164,17131.33,622761.64,446887.86,Fashion,COD,27.1,140,3.21,2.43,1,7.0,59.7
CUST202978,51.0,Female,Chennai,266,68,232,140,18155.43,715501.59,346868.03,Home Decor,Credit Card,35.58,261,2.41,3.9,1,11.0,41.01
CUST202979,59.0,Other,,757,17,181,185,17136.95,,48633.79,Home Decor,Debit Card,0.29,347,4.83,3.22,0,5.0,53.4
CUST202980,,Female,Ahmedabad,1163,19,227,364,623.9,294111.61,198642.6,Home Decor,UPI,30.37,76,2.99,2.05,1,8.0,21.19
